"id","idade","altura","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"4756",4756,38,1.55,56.85,23.66,"M","1º Grau","Biológicas","não",0,3184.85,2,2
"4757",4757,37,1.53,56.15,23.99,"M","2º Grau","Biológicas","não",0,3114.61,2,2
"4758",4758,43,1.61,59.33,22.89,"M","PósDoc","Humanas","não",0,3432.75,3,0
"4759",4759,43,1.61,59.37,22.9,"F","PósDoc","Exatas","sim",1,3436.54,1,1
"4760",4760,51,1.73,64.03,21.39,"M","Mestrado","Biológicas","não",0,3903.08,1,2
"4761",4761,26,1.37,49.85,26.56,"M","Doutorado","Biológicas","não",0,2485.19,0,2
"4762",4762,26,1.38,50.12,26.32,"F","Analfabeto","Biológicas","sim",1,2511.68,0,2
"4763",4763,24,1.35,49,26.89,"M","3º Grau","Biológicas","sim",1,2399.81,0,2
"4764",4764,31,1.44,52.64,25.39,"M","Analfabeto","Biológicas","não",0,2763.71,0,2
"4765",4765,40,1.58,58.07,23.26,"M","Analfabeto","Exatas","sim",1,3307.18,0,1
"4766",4766,38,1.54,56.64,23.88,"M","Mestrado","Biológicas","não",0,3163.91,3,2
"4767",4767,42,1.6,58.89,23,"F","Mestrado","Biológicas","sim",1,3389.36,0,2
"4768",4768,25,1.36,49.54,26.78,"M","2º Grau","Exatas","não",0,2454.43,0,1
"4769",4769,35,1.5,54.95,24.42,"F","1º Grau","Humanas","não",0,2995.37,3,0
"4770",4770,38,1.55,56.93,23.7,"F","2º Grau","Exatas","não",0,3193.16,3,1
"4771",4771,36,1.52,55.62,24.07,"M","Doutorado","Exatas","não",0,3062,0,1
"4772",4772,44,1.62,59.86,22.81,"F","Mestrado","Biológicas","não",0,3486.04,2,2
"4773",4773,29,1.42,51.65,25.61,"F","PósDoc","Biológicas","não",0,2664.89,0,2
"4774",4774,39,1.56,57.49,23.62,"M","PósDoc","Humanas","não",0,3248.64,1,0
"4775",4775,36,1.52,55.62,24.07,"M","Analfabeto","Exatas","não",0,3062.21,2,1
"4776",4776,38,1.54,56.64,23.88,"F","2º Grau","Exatas","sim",1,3163.59,2,1
"4777",4777,24,1.34,48.69,27.12,"M","Analfabeto","Humanas","sim",1,2368.98,2,0
"4778",4778,41,1.58,58.35,23.37,"F","Doutorado","Exatas","não",0,3334.73,1,1
"4779",4779,40,1.57,57.89,23.49,"M","1º Grau","Exatas","não",0,3289.41,2,1
"4780",4780,36,1.51,55.53,24.35,"M","Mestrado","Biológicas","não",0,3052.59,2,2
"4781",4781,33,1.47,53.61,24.81,"F","Doutorado","Humanas","sim",1,2861.1,1,0
"4782",4782,46,1.66,61.31,22.25,"F","1º Grau","Humanas","não",0,3630.73,3,0
"4783",4783,34,1.48,54.21,24.75,"F","Analfabeto","Biológicas","não",0,2921.27,3,2
"4784",4784,38,1.54,56.64,23.88,"F","Doutorado","Exatas","não",0,3164.37,0,1
"4785",4785,31,1.44,52.78,25.45,"M","Mestrado","Exatas","não",0,2778.4,3,1
"4786",4786,34,1.48,54.3,24.79,"F","Doutorado","Biológicas","não",0,2929.97,2,2
"4787",4787,17,1.24,44.7,29.07,"F","PósDoc","Biológicas","sim",1,1969.97,2,2
"4788",4788,28,1.4,51.05,26.05,"F","Analfabeto","Humanas","sim",1,2605.21,3,0
"4789",4789,43,1.62,59.72,22.76,"M","Doutorado","Exatas","não",0,3472.12,2,1
"4790",4790,33,1.47,53.75,24.87,"M","Analfabeto","Humanas","sim",1,2875.36,3,0
"4791",4791,26,1.37,49.84,26.55,"F","1º Grau","Exatas","não",0,2484.29,1,1
"4792",4792,24,1.34,48.78,27.17,"F","Mestrado","Biológicas","não",0,2377.71,2,2
"4793",4793,37,1.54,56.41,23.79,"M","1º Grau","Exatas","sim",1,3140.75,2,1
"4794",4794,28,1.4,50.91,25.97,"M","Doutorado","Biológicas","não",0,2590.55,2,2
"4795",4795,53,1.76,65.33,21.09,"F","1º Grau","Biológicas","não",0,4033.27,1,2
"4796",4796,44,1.62,59.91,22.83,"F","Doutorado","Biológicas","sim",1,3490.53,0,2
"4797",4797,43,1.61,59.34,22.89,"F","3º Grau","Biológicas","sim",1,3433.8,0,2
"4798",4798,36,1.51,55.51,24.35,"M","2º Grau","Humanas","não",0,3050.7,0,0
"4799",4799,27,1.39,50.51,26.14,"M","Doutorado","Exatas","não",0,2551.42,3,1
"4800",4800,37,1.53,56.16,23.99,"M","3º Grau","Exatas","não",0,3115.68,3,1
"4801",4801,39,1.56,57.55,23.65,"F","Doutorado","Biológicas","não",0,3255.26,0,2
"4802",4802,34,1.49,54.62,24.6,"M","1º Grau","Humanas","não",0,2961.85,3,0
"4803",4803,29,1.42,51.77,25.67,"F","Doutorado","Biológicas","não",0,2677.21,3,2
"4804",4804,46,1.66,61.43,22.29,"F","Mestrado","Exatas","não",0,3643.28,1,1
"4805",4805,38,1.54,56.65,23.89,"F","3º Grau","Humanas","não",0,3164.62,3,0
"4806",4806,32,1.46,53.39,25.05,"M","PósDoc","Exatas","não",0,2839.01,0,1
"4807",4807,36,1.51,55.44,24.31,"M","Doutorado","Biológicas","não",0,3044.38,0,2
"4808",4808,40,1.57,57.62,23.38,"M","2º Grau","Humanas","não",0,3261.61,0,0
"4809",4809,42,1.61,59.28,22.87,"F","Mestrado","Humanas","não",0,3427.63,1,0
"4810",4810,22,1.31,47.47,27.66,"M","3º Grau","Biológicas","não",0,2246.64,2,2
"4811",4811,25,1.36,49.23,26.62,"M","PósDoc","Exatas","sim",1,2422.83,1,1
"4812",4812,38,1.55,56.84,23.66,"M","Analfabeto","Humanas","não",0,3184.41,0,0
"4813",4813,39,1.56,57.39,23.58,"M","Doutorado","Exatas","não",0,3239.31,2,1
"4814",4814,29,1.41,51.46,25.88,"F","Doutorado","Biológicas","não",0,2646.21,1,2
"4815",4815,38,1.54,56.44,23.8,"F","PósDoc","Biológicas","sim",1,3144.28,1,2
"4816",4816,23,1.33,48.22,27.26,"F","Analfabeto","Humanas","não",0,2322.39,0,0
"4817",4817,32,1.45,53.15,25.28,"F","2º Grau","Humanas","sim",1,2815.04,0,0
"4818",4818,42,1.6,59.1,23.09,"F","PósDoc","Humanas","sim",1,3410.1,2,0
"4819",4819,36,1.51,55.49,24.34,"F","2º Grau","Humanas","não",0,3049.37,3,0
"4820",4820,40,1.58,58.03,23.25,"M","Doutorado","Biológicas","sim",1,3302.73,0,2
"4821",4821,28,1.4,51.05,26.05,"F","PósDoc","Biológicas","não",0,2605.07,3,2
"4822",4822,36,1.51,55.56,24.37,"F","Mestrado","Humanas","sim",1,3056.03,2,0
"4823",4823,24,1.35,48.85,26.8,"F","PósDoc","Exatas","sim",1,2385.01,1,1
"4824",4824,35,1.5,55.1,24.49,"F","Mestrado","Humanas","não",0,3010.31,1,0
"4825",4825,28,1.4,50.91,25.97,"F","2º Grau","Biológicas","não",0,2590.79,3,2
"4826",4826,23,1.32,47.96,27.53,"F","PósDoc","Humanas","não",0,2296.38,1,0
"4827",4827,29,1.41,51.45,25.88,"F","Analfabeto","Biológicas","sim",1,2644.62,2,2
"4828",4828,49,1.7,62.85,21.75,"M","PósDoc","Exatas","não",0,3785.12,3,1
"4829",4829,32,1.45,53.02,25.22,"M","1º Grau","Biológicas","sim",1,2802.38,3,2
"4830",4830,32,1.45,53.04,25.23,"F","1º Grau","Exatas","não",0,2804.38,2,1
"4831",4831,31,1.45,52.87,25.15,"F","2º Grau","Exatas","não",0,2787.33,3,1
"4832",4832,30,1.43,52.18,25.52,"M","PósDoc","Humanas","não",0,2717.69,1,0
"4833",4833,29,1.42,51.85,25.71,"F","Doutorado","Humanas","não",0,2685.1,1,0
"4834",4834,35,1.5,55.16,24.52,"F","2º Grau","Biológicas","não",0,3016.28,0,2
"4835",4835,34,1.48,54.36,24.82,"M","Mestrado","Exatas","não",0,2935.9,2,1
"4836",4836,40,1.57,57.83,23.46,"M","PósDoc","Exatas","não",0,3282.97,3,1
"4837",4837,40,1.57,57.69,23.4,"F","2º Grau","Humanas","sim",1,3269.04,2,0
"4838",4838,38,1.54,56.78,23.94,"F","Doutorado","Humanas","sim",1,3177.95,1,0
"4839",4839,34,1.49,54.47,24.53,"M","2º Grau","Humanas","sim",1,2946.84,1,0
"4840",4840,37,1.52,55.95,24.22,"F","Doutorado","Exatas","não",0,3094.63,1,1
"4841",4841,43,1.61,59.46,22.94,"M","Doutorado","Humanas","não",0,3445.55,2,0
"4842",4842,34,1.49,54.56,24.58,"M","Doutorado","Humanas","não",0,2956,0,0
"4843",4843,35,1.5,55.16,24.52,"M","Analfabeto","Humanas","não",0,3016.47,1,0
"4844",4844,22,1.32,47.8,27.43,"F","2º Grau","Humanas","não",0,2280.3,0,0
"4845",4845,28,1.39,50.8,26.29,"F","PósDoc","Exatas","sim",1,2579.87,0,1
"4846",4846,38,1.54,56.52,23.83,"F","Mestrado","Biológicas","não",0,3152.27,0,2
"4847",4847,25,1.35,49.02,26.9,"M","Analfabeto","Biológicas","não",0,2402.24,0,2
"4848",4848,35,1.49,54.74,24.66,"M","Mestrado","Humanas","não",0,2973.87,1,0
"4849",4849,32,1.46,53.54,25.12,"M","PósDoc","Humanas","não",0,2854.33,1,0
"4850",4850,41,1.58,58.38,23.39,"F","Analfabeto","Biológicas","não",0,3338.21,1,2
"4851",4851,38,1.54,56.74,23.92,"M","1º Grau","Exatas","não",0,3174.17,3,1
"4852",4852,31,1.45,52.86,25.14,"M","Mestrado","Humanas","não",0,2786.34,3,0
"4853",4853,42,1.59,58.77,23.25,"F","Mestrado","Humanas","não",0,3377.3,3,0
"4854",4854,37,1.53,56.21,24.01,"M","Doutorado","Humanas","sim",1,3120.73,2,0
"4855",4855,35,1.51,55.23,24.22,"F","2º Grau","Exatas","não",0,3022.98,1,1
"4856",4856,43,1.62,59.71,22.75,"M","PósDoc","Biológicas","não",0,3471.29,1,2
"4857",4857,37,1.53,56.18,24,"F","Doutorado","Humanas","não",0,3117.78,0,0
"4858",4858,43,1.61,59.58,22.99,"F","Analfabeto","Humanas","sim",1,3458.11,2,0
"4859",4859,34,1.48,54.38,24.83,"M","PósDoc","Humanas","sim",1,2938.33,3,0
"4860",4860,39,1.56,57.55,23.65,"M","Mestrado","Exatas","não",0,3254.59,3,1
"4861",4861,41,1.59,58.64,23.2,"F","PósDoc","Exatas","não",0,3364.31,0,1
"4862",4862,30,1.43,52.35,25.6,"M","2º Grau","Exatas","não",0,2734.88,2,1
"4863",4863,33,1.47,53.84,24.92,"M","Mestrado","Biológicas","não",0,2883.75,0,2
"4864",4864,25,1.35,49.14,26.96,"M","1º Grau","Biológicas","sim",1,2414.47,2,2
"4865",4865,34,1.49,54.56,24.58,"M","2º Grau","Biológicas","não",0,2956.39,0,2
"4866",4866,30,1.43,52.13,25.49,"M","PósDoc","Exatas","sim",1,2712.65,3,1
"4867",4867,33,1.47,53.81,24.9,"F","3º Grau","Humanas","não",0,2880.73,0,0
"4868",4868,31,1.44,52.58,25.36,"F","Analfabeto","Exatas","não",0,2757.88,2,1
"4869",4869,32,1.46,53.49,25.09,"F","3º Grau","Biológicas","não",0,2848.81,2,2
"4870",4870,31,1.45,52.91,25.17,"M","PósDoc","Biológicas","sim",1,2791.3,2,2
"4871",4871,31,1.44,52.53,25.33,"F","PósDoc","Biológicas","sim",1,2752.72,3,2
"4872",4872,32,1.46,53.25,24.98,"M","3º Grau","Biológicas","não",0,2825.44,1,2
"4873",4873,45,1.64,60.46,22.48,"M","Doutorado","Exatas","não",0,3545.64,2,1
"4874",4874,28,1.41,51.21,25.76,"M","3º Grau","Exatas","sim",1,2620.7,0,1
"4875",4875,41,1.59,58.61,23.18,"M","Doutorado","Biológicas","sim",1,3360.57,3,2
"4876",4876,29,1.42,51.8,25.69,"M","Doutorado","Humanas","não",0,2679.73,2,0
"4877",4877,37,1.53,56.23,24.02,"M","PósDoc","Humanas","não",0,3123.16,1,0
"4878",4878,29,1.41,51.36,25.83,"M","3º Grau","Humanas","não",0,2635.6,0,0
"4879",4879,27,1.39,50.7,26.24,"F","Analfabeto","Biológicas","sim",1,2569.63,1,2
"4880",4880,38,1.54,56.78,23.94,"F","PósDoc","Exatas","sim",1,3178.22,1,1
"4881",4881,34,1.48,54.21,24.75,"M","3º Grau","Humanas","sim",1,2920.66,2,0
"4882",4882,24,1.35,48.97,26.87,"F","Analfabeto","Exatas","não",0,2397.41,0,1
"4883",4883,40,1.57,57.9,23.49,"M","PósDoc","Humanas","não",0,3290.3,3,0
"4884",4884,31,1.44,52.67,25.4,"F","Doutorado","Biológicas","não",0,2766.63,2,2
"4885",4885,36,1.51,55.56,24.37,"F","PósDoc","Exatas","não",0,3056.19,3,1
"4886",4886,38,1.54,56.44,23.8,"F","PósDoc","Humanas","não",0,3144.18,2,0
"4887",4887,27,1.38,50.15,26.33,"F","1º Grau","Exatas","sim",1,2515.03,1,1
"4888",4888,30,1.43,52.3,25.58,"M","PósDoc","Humanas","não",0,2729.71,2,0
"4889",4889,46,1.66,61.28,22.24,"M","2º Grau","Exatas","não",0,3627.86,2,1
"4890",4890,39,1.56,57.48,23.62,"M","1º Grau","Humanas","sim",1,3247.8,2,0
"4891",4891,25,1.36,49.26,26.63,"M","Analfabeto","Biológicas","sim",1,2425.51,1,2
"4892",4892,33,1.47,53.74,24.87,"M","Doutorado","Exatas","não",0,2874.09,3,1
"4893",4893,27,1.39,50.42,26.1,"F","1º Grau","Exatas","não",0,2541.96,1,1
"4894",4894,42,1.6,59.18,23.12,"M","2º Grau","Exatas","sim",1,3417.81,0,1
"4895",4895,35,1.5,54.97,24.43,"M","1º Grau","Exatas","não",0,2997.24,2,1
"4896",4896,33,1.47,53.84,24.92,"M","3º Grau","Exatas","não",0,2883.6,1,1
"4897",4897,42,1.6,59.04,23.06,"M","PósDoc","Exatas","não",0,3404.34,3,1
"4898",4898,43,1.61,59.45,22.94,"M","Doutorado","Exatas","sim",1,3444.66,2,1
"4899",4899,19,1.27,45.82,28.41,"F","Doutorado","Biológicas","não",0,2082.41,0,2
"4900",4900,40,1.57,57.62,23.38,"F","3º Grau","Humanas","não",0,3262.35,1,0
"4901",4901,32,1.46,53.4,25.05,"F","Mestrado","Humanas","sim",1,2840.04,2,0
"4902",4902,40,1.57,57.83,23.46,"M","1º Grau","Biológicas","não",0,3282.76,3,2
"4903",4903,29,1.42,51.63,25.61,"M","PósDoc","Exatas","sim",1,2663.28,1,1
"4904",4904,39,1.56,57.51,23.63,"F","2º Grau","Humanas","sim",1,3251.14,2,0
"4905",4905,29,1.41,51.54,25.92,"M","3º Grau","Exatas","sim",1,2653.68,3,1
"4906",4906,37,1.53,56.26,24.03,"M","1º Grau","Exatas","não",0,3126.04,2,1
"4907",4907,26,1.38,50.06,26.29,"F","1º Grau","Humanas","não",0,2505.55,2,0
"4908",4908,36,1.51,55.31,24.26,"F","Doutorado","Exatas","não",0,3030.82,1,1
"4909",4909,50,1.71,63.35,21.66,"F","2º Grau","Humanas","sim",1,3834.79,0,0
"4910",4910,43,1.62,59.85,22.81,"M","PósDoc","Biológicas","não",0,3485.41,2,2
"4911",4911,41,1.59,58.55,23.16,"F","1º Grau","Humanas","não",0,3355.48,1,0
"4912",4912,28,1.4,50.84,25.94,"M","PósDoc","Humanas","não",0,2583.62,3,0
"4913",4913,44,1.63,60.24,22.67,"M","1º Grau","Humanas","sim",1,3524.4,1,0
"4914",4914,41,1.59,58.43,23.11,"F","1º Grau","Humanas","não",0,3343.43,1,0
"4915",4915,31,1.45,52.8,25.11,"M","Doutorado","Exatas","não",0,2780.08,0,1
"4916",4916,33,1.47,53.67,24.84,"M","Mestrado","Humanas","não",0,2867.27,0,0
"4917",4917,31,1.44,52.56,25.35,"F","1º Grau","Biológicas","sim",1,2756.31,0,2
"4918",4918,41,1.58,58.31,23.36,"F","1º Grau","Exatas","sim",1,3331.26,2,1
"4919",4919,29,1.41,51.54,25.92,"M","Mestrado","Exatas","não",0,2654.19,3,1
"4920",4920,33,1.47,53.63,24.82,"M","2º Grau","Biológicas","sim",1,2863.08,2,2
"4921",4921,27,1.39,50.49,26.13,"M","Doutorado","Exatas","não",0,2549.05,0,1
"4922",4922,40,1.57,57.9,23.49,"F","PósDoc","Exatas","não",0,3290.27,3,1
"4923",4923,24,1.35,48.98,26.88,"M","2º Grau","Biológicas","sim",1,2398.23,3,2
"4924",4924,26,1.38,50.09,26.3,"M","Mestrado","Biológicas","não",0,2509.04,0,2
"4925",4925,24,1.35,48.86,26.81,"F","2º Grau","Humanas","não",0,2386.1,2,0
"4926",4926,31,1.44,52.47,25.3,"M","Mestrado","Humanas","não",0,2747.3,0,0
"4927",4927,37,1.53,56.15,23.99,"F","PósDoc","Humanas","não",0,3115.02,3,0
"4928",4928,25,1.36,49.55,26.79,"F","PósDoc","Exatas","sim",1,2455.01,2,1
"4929",4929,45,1.65,60.93,22.38,"M","Analfabeto","Biológicas","sim",1,3592.73,1,2
"4930",4930,36,1.52,55.83,24.16,"M","Doutorado","Humanas","não",0,3082.65,0,0
"4931",4931,32,1.46,53.21,24.96,"M","Mestrado","Humanas","não",0,2820.68,3,0
"4932",4932,35,1.51,55.24,24.23,"F","2º Grau","Biológicas","não",0,3023.56,1,2
"4933",4933,38,1.54,56.65,23.89,"F","Doutorado","Biológicas","não",0,3164.88,1,2
"4934",4934,36,1.52,55.69,24.1,"F","2º Grau","Biológicas","não",0,3069.07,3,2
"4935",4935,37,1.53,56.02,23.93,"F","2º Grau","Exatas","sim",1,3101.71,1,1
"4936",4936,35,1.5,55.02,24.45,"M","Mestrado","Biológicas","não",0,3001.87,0,2
"4937",4937,38,1.54,56.52,23.83,"M","Mestrado","Humanas","sim",1,3151.91,2,0
"4938",4938,34,1.49,54.53,24.56,"M","Doutorado","Biológicas","não",0,2953.21,0,2
"4939",4939,33,1.48,54.06,24.68,"F","PósDoc","Biológicas","sim",1,2905.82,0,2
"4940",4940,24,1.35,48.99,26.88,"F","PósDoc","Exatas","sim",1,2399.49,2,1
"4941",4941,44,1.62,59.89,22.82,"M","Doutorado","Humanas","não",0,3489.24,3,0
"4942",4942,31,1.44,52.64,25.39,"F","3º Grau","Biológicas","sim",1,2763.61,3,2
"4943",4943,41,1.58,58.35,23.37,"M","Mestrado","Exatas","sim",1,3335.25,1,1
"4944",4944,31,1.44,52.63,25.38,"F","Mestrado","Humanas","não",0,2762.7,1,0
"4945",4945,44,1.63,60.06,22.61,"M","3º Grau","Biológicas","não",0,3506.07,1,2
"4946",4946,29,1.41,51.38,25.84,"M","2º Grau","Humanas","não",0,2638.26,3,0
"4947",4947,31,1.45,52.98,25.2,"M","2º Grau","Exatas","não",0,2797.91,0,1
"4948",4948,34,1.49,54.66,24.62,"M","1º Grau","Exatas","não",0,2965.79,1,1
"4949",4949,35,1.5,55.16,24.52,"M","PósDoc","Exatas","não",0,3015.95,3,1
"4950",4950,40,1.57,57.77,23.44,"M","2º Grau","Humanas","não",0,3276.66,1,0
"4951",4951,46,1.66,61.41,22.29,"M","Mestrado","Biológicas","sim",1,3641.39,0,2
"4952",4952,41,1.58,58.34,23.37,"F","PósDoc","Biológicas","não",0,3334.12,2,2
"4953",4953,34,1.49,54.59,24.59,"F","Doutorado","Humanas","não",0,2958.54,3,0
"4954",4954,34,1.49,54.65,24.62,"F","1º Grau","Exatas","sim",1,2965.1,0,1
"4955",4955,22,1.32,47.71,27.38,"M","3º Grau","Biológicas","não",0,2271.03,3,2
"4956",4956,39,1.55,57.08,23.76,"F","1º Grau","Exatas","sim",1,3208.24,1,1
"4957",4957,40,1.57,57.63,23.38,"F","3º Grau","Exatas","não",0,3263.38,0,1
"4958",4958,46,1.65,61.14,22.46,"F","3º Grau","Biológicas","não",0,3613.9,0,2
"4959",4959,31,1.44,52.56,25.35,"M","3º Grau","Biológicas","não",0,2756.46,2,2
"4960",4960,26,1.37,50,26.64,"F","Doutorado","Humanas","sim",1,2499.99,1,0
"4961",4961,35,1.51,55.2,24.21,"F","2º Grau","Exatas","sim",1,3020.17,3,1
"4962",4962,29,1.42,51.73,25.65,"M","Mestrado","Humanas","sim",1,2673.19,2,0
"4963",4963,27,1.38,50.18,26.35,"M","1º Grau","Biológicas","não",0,2517.94,3,2
"4964",4964,29,1.42,51.75,25.66,"M","PósDoc","Exatas","sim",1,2675.12,3,1
"4965",4965,34,1.49,54.49,24.54,"F","3º Grau","Exatas","não",0,2949.22,1,1
"4966",4966,38,1.54,56.7,23.91,"M","3º Grau","Exatas","não",0,3170.39,3,1
"4967",4967,39,1.55,57.11,23.77,"F","Mestrado","Biológicas","não",0,3210.52,2,2
"4968",4968,41,1.58,58.36,23.38,"F","2º Grau","Humanas","sim",1,3336.25,1,0
"4969",4969,34,1.49,54.51,24.55,"F","2º Grau","Exatas","não",0,2950.77,2,1
"4970",4970,27,1.38,50.22,26.37,"M","Doutorado","Exatas","não",0,2521.91,2,1
"4971",4971,37,1.53,56.19,24,"M","Analfabeto","Exatas","não",0,3119.16,3,1
"4972",4972,37,1.53,56.08,23.96,"M","1º Grau","Humanas","não",0,3107.99,0,0
"4973",4973,32,1.45,53.05,25.23,"F","2º Grau","Biológicas","não",0,2805.07,2,2
"4974",4974,33,1.48,54.13,24.71,"F","2º Grau","Biológicas","sim",1,2912.96,0,2
"4975",4975,34,1.48,54.3,24.79,"F","1º Grau","Biológicas","não",0,2929.85,2,2
"4976",4976,37,1.53,56.31,24.05,"M","Analfabeto","Exatas","não",0,3131.45,0,1
"4977",4977,26,1.37,49.96,26.62,"M","1º Grau","Biológicas","sim",1,2496.05,3,2
"4978",4978,36,1.51,55.47,24.33,"M","2º Grau","Humanas","sim",1,3047.38,2,0
"4979",4979,44,1.63,60.16,22.64,"F","Analfabeto","Humanas","não",0,3515.88,1,0
"4980",4980,24,1.34,48.5,27.01,"F","3º Grau","Exatas","sim",1,2350.19,1,1
"4981",4981,31,1.44,52.5,25.32,"M","PósDoc","Exatas","não",0,2749.95,3,1
"4982",4982,41,1.59,58.59,23.18,"M","Mestrado","Humanas","não",0,3359.39,3,0
"4983",4983,54,1.77,65.79,21,"M","3º Grau","Exatas","sim",1,4079.46,3,1
"4984",4984,32,1.45,53.1,25.26,"M","1º Grau","Exatas","sim",1,2809.6,3,1
"4985",4985,40,1.58,58.07,23.26,"F","Mestrado","Humanas","não",0,3307.23,1,0
"4986",4986,24,1.34,48.59,27.06,"M","1º Grau","Exatas","sim",1,2359.45,0,1
"4987",4987,29,1.41,51.42,25.86,"M","3º Grau","Exatas","não",0,2641.69,0,1
"4988",4988,35,1.5,55.14,24.51,"M","Mestrado","Humanas","sim",1,3013.76,2,0
"4989",4989,23,1.33,48.27,27.29,"M","PósDoc","Biológicas","não",0,2326.57,2,2
"4990",4990,39,1.56,57.39,23.58,"M","3º Grau","Exatas","não",0,3239.31,0,1
"4991",4991,46,1.66,61.32,22.25,"F","Doutorado","Humanas","não",0,3631.79,3,0
"4992",4992,23,1.33,48.15,27.22,"M","PósDoc","Biológicas","não",0,2314.79,2,2
"4993",4993,45,1.65,60.84,22.35,"F","Doutorado","Humanas","sim",1,3583.51,0,0
"4994",4994,27,1.39,50.47,26.12,"F","Doutorado","Humanas","não",0,2547.4,3,0
"4995",4995,27,1.38,50.15,26.33,"M","2º Grau","Humanas","não",0,2514.76,3,0
"4996",4996,27,1.38,50.21,26.37,"M","3º Grau","Humanas","não",0,2521.43,3,0
"4997",4997,36,1.51,55.57,24.37,"F","1º Grau","Exatas","não",0,3056.58,1,1
"4998",4998,32,1.46,53.42,25.06,"M","PósDoc","Humanas","não",0,2842.47,1,0
"4999",4999,35,1.49,54.75,24.66,"F","2º Grau","Biológicas","sim",1,2975.22,2,2
"5000",5000,33,1.47,53.85,24.92,"F","PósDoc","Biológicas","sim",1,2884.88,2,2
"5001",5001,29,1.42,51.7,25.64,"M","Doutorado","Humanas","não",0,2669.94,3,0
"5002",5002,37,1.53,56.39,24.09,"M","Doutorado","Humanas","não",0,3138.87,2,0
"5003",5003,29,1.41,51.32,25.81,"M","Analfabeto","Humanas","sim",1,2631.96,0,0
"5004",5004,33,1.47,53.85,24.92,"F","2º Grau","Humanas","não",0,2885.07,3,0
"5005",5005,31,1.44,52.8,25.46,"F","PósDoc","Humanas","não",0,2779.55,0,0
"5006",5006,41,1.58,58.39,23.39,"F","PósDoc","Humanas","sim",1,3339.46,0,0
"5007",5007,44,1.63,60.21,22.66,"M","Analfabeto","Biológicas","não",0,3521.41,1,2
"5008",5008,31,1.45,52.89,25.16,"F","2º Grau","Humanas","não",0,2788.55,1,0
"5009",5009,40,1.58,58.05,23.25,"F","1º Grau","Exatas","não",0,3305.18,2,1
"5010",5010,48,1.68,62.16,22.02,"F","Doutorado","Exatas","sim",1,3716.12,0,1
"5011",5011,39,1.55,57.06,23.75,"F","3º Grau","Humanas","não",0,3206.26,0,0
"5012",5012,39,1.55,57.04,23.74,"M","1º Grau","Humanas","não",0,3203.98,0,0
"5013",5013,41,1.59,58.51,23.14,"F","3º Grau","Exatas","não",0,3351.01,2,1
"5014",5014,33,1.47,53.78,24.89,"F","3º Grau","Biológicas","não",0,2877.94,2,2
"5015",5015,28,1.4,51.01,26.03,"M","3º Grau","Biológicas","não",0,2600.55,0,2
"5016",5016,40,1.58,58.12,23.28,"M","Mestrado","Biológicas","sim",1,3311.89,2,2
"5017",5017,34,1.48,54.19,24.74,"M","PósDoc","Humanas","não",0,2919.02,1,0
"5018",5018,35,1.51,55.23,24.22,"F","PósDoc","Exatas","não",0,3023.08,1,1
"5019",5019,30,1.42,51.86,25.72,"M","2º Grau","Exatas","sim",1,2686.22,2,1
"5020",5020,19,1.27,45.78,28.38,"M","Analfabeto","Biológicas","não",0,2078.09,0,2
"5021",5021,40,1.57,57.82,23.46,"M","Analfabeto","Exatas","sim",1,3282.34,0,1
"5022",5022,37,1.53,56.14,23.98,"M","Mestrado","Biológicas","não",0,3114.11,1,2
"5023",5023,34,1.48,54.26,24.77,"F","Doutorado","Biológicas","sim",1,2925.91,1,2
"5024",5024,24,1.35,48.87,26.81,"F","3º Grau","Humanas","sim",1,2386.86,0,0
"5025",5025,35,1.5,55.13,24.5,"F","Analfabeto","Humanas","não",0,3013.2,2,0
"5026",5026,30,1.43,52.24,25.55,"M","1º Grau","Exatas","não",0,2724.05,0,1
"5027",5027,30,1.43,52.36,25.61,"M","3º Grau","Humanas","não",0,2735.85,0,0
"5028",5028,41,1.59,58.56,23.16,"M","Mestrado","Humanas","sim",1,3355.54,1,0
"5029",5029,41,1.59,58.51,23.14,"M","3º Grau","Biológicas","não",0,3351.44,3,2
"5030",5030,38,1.54,56.47,23.81,"M","PósDoc","Exatas","não",0,3146.79,2,1
"5031",5031,33,1.47,53.78,24.89,"F","Analfabeto","Biológicas","não",0,2877.99,2,2
"5032",5032,36,1.51,55.34,24.27,"M","PósDoc","Exatas","não",0,3033.75,1,1
"5033",5033,33,1.47,53.73,24.86,"M","Analfabeto","Biológicas","não",0,2872.89,0,2
"5034",5034,29,1.41,51.47,25.89,"M","1º Grau","Exatas","não",0,2646.9,0,1
"5035",5035,32,1.46,53.32,25.01,"F","1º Grau","Biológicas","não",0,2831.95,0,2
"5036",5036,36,1.52,55.85,24.17,"F","Doutorado","Humanas","não",0,3084.71,0,0
"5037",5037,36,1.52,55.71,24.11,"M","Analfabeto","Exatas","não",0,3071.5,0,1
"5038",5038,36,1.52,55.64,24.08,"M","Mestrado","Biológicas","não",0,3063.96,1,2
"5039",5039,51,1.73,64.36,21.5,"F","Doutorado","Exatas","não",0,3936.09,0,1
"5040",5040,20,1.29,46.67,28.05,"M","Analfabeto","Humanas","não",0,2166.54,3,0
"5041",5041,23,1.33,48.37,27.34,"F","Doutorado","Biológicas","não",0,2336.5,2,2
